Model,Threshold,Accuracy,Precision,Recall,F1 Score,ROC-AUC,PR-AUC,Predicted Churners,Business Score
Tuned Gradient Boosting,0.7199999999999996,0.841875,0.8924731182795699,0.254601226993865,0.39618138424821003,0.8618476177634811,0.6957424704660088,93,0.5061724203947306
Tuned Gradient Boosting,0.7299999999999996,0.840625,0.898876404494382,0.24539877300613497,0.3855421686746988,0.8618476177634811,0.6957424704660088,89,0.5021446231607343
Tuned Gradient Boosting,0.7399999999999997,0.84,0.8977272727272727,0.24233128834355827,0.38164251207729466,0.8618476177634811,0.6957424704660088,88,0.4995821276246055
Tuned Gradient Boosting,0.7499999999999997,0.8375,0.9024390243902439,0.22699386503067484,0.3627450980392157,0.8618476177634811,0.6957424704660088,82,0.49054991740823223
Tuned Gradient Boosting,0.7599999999999997,0.838125,0.9240506329113924,0.22392638036809817,0.36049382716049383,0.8618476177634811,0.6957424704660088,79,0.49628335811673024
Tuned Gradient Boosting,0.7699999999999997,0.835,0.9305555555555556,0.20552147239263804,0.33668341708542715,0.8618476177634811,0.6957424704660088,72,0.485515790438217
Tuned Gradient Boosting,0.7799999999999997,0.83625,0.9571428571428572,0.20552147239263804,0.3383838383838384,0.8618476177634811,0.6957424704660088,70,0.4951614302534548
Tuned Gradient Boosting,0.7899999999999996,0.83125,0.9516129032258065,0.18098159509202455,0.30412371134020616,0.8618476177634811,0.6957424704660088,62,0.4753309761884845
Tuned Gradient Boosting,0.7999999999999996,0.83,0.95,0.17484662576687116,0.29533678756476683,0.8618476177634811,0.6957424704660088,60,0.47024833910804537
Tuned Gradient Boosting,0.8099999999999996,0.8275,0.9629629629629629,0.15950920245398773,0.2736842105263158,0.8618476177634811,0.6957424704660088,54,0.4635530202465947
Tuned Gradient Boosting,0.8199999999999996,0.82375,0.9782608695652174,0.13803680981595093,0.24193548387096775,0.8618476177634811,0.6957424704660088,46,0.45289496553919756
Tuned Gradient Boosting,0.8299999999999996,0.821875,0.9767441860465116,0.12883435582822086,0.22764227642276422,0.8618476177634811,0.6957424704660088,43,0.4453643805235313
Tuned Gradient Boosting,0.8399999999999996,0.818125,0.972972972972973,0.11042944785276074,0.19834710743801653,0.8618476177634811,0.6957424704660088,37,0.4299032135618862
Tuned Gradient Boosting,0.8499999999999996,0.814375,0.967741935483871,0.09202453987730061,0.16806722689075632,0.8618476177634811,0.6957424704660088,31,0.4137341657422913
Tuned Gradient Boosting,0.8599999999999995,0.813125,0.9655172413793104,0.08588957055214724,0.15774647887323945,0.8618476177634811,0.6957424704660088,29,0.40813063700587277
Tuned Gradient Boosting,0.8699999999999996,0.809375,0.9565217391304348,0.06748466257668712,0.12607449856733524,0.8618476177634811,0.6957424704660088,23,0.3903656065686284
