Model,Threshold,Accuracy,Precision,Recall,F1 Score,ROC-AUC,PR-AUC,Predicted Churners,Business Score
Tuned Decision Tree,0.44999999999999984,0.851875,0.6995515695067265,0.4785276073619632,0.5683060109289617,0.8474371815739038,0.6453918337682708,223,0.57384167482603
Tuned Decision Tree,0.45999999999999985,0.859375,0.7463414634146341,0.46932515337423314,0.576271186440678,0.8474371815739038,0.6453918337682708,205,0.5876700685016625
Tuned Decision Tree,0.46999999999999986,0.859375,0.7463414634146341,0.46932515337423314,0.576271186440678,0.8474371815739038,0.6453918337682708,205,0.5876700685016625
Tuned Decision Tree,0.47999999999999976,0.859375,0.7463414634146341,0.46932515337423314,0.576271186440678,0.8474371815739038,0.6453918337682708,205,0.5876700685016625
Tuned Decision Tree,0.48999999999999977,0.859375,0.7463414634146341,0.46932515337423314,0.576271186440678,0.8474371815739038,0.6453918337682708,205,0.5876700685016625
Tuned Decision Tree,0.4999999999999998,0.8625,0.8397435897435898,0.401840490797546,0.5435684647302904,0.8474371815739038,0.6453918337682708,156,0.5834521702152102
Tuned Decision Tree,0.5099999999999998,0.86125,0.8421052631578947,0.39263803680981596,0.5355648535564853,0.8474371815739038,0.6453918337682708,152,0.5785369293809774
Tuned Decision Tree,0.5199999999999998,0.86125,0.8421052631578947,0.39263803680981596,0.5355648535564853,0.8474371815739038,0.6453918337682708,152,0.5785369293809774
Tuned Decision Tree,0.5299999999999998,0.86125,0.8421052631578947,0.39263803680981596,0.5355648535564853,0.8474371815739038,0.6453918337682708,152,0.5785369293809774
Tuned Decision Tree,0.5399999999999998,0.85125,0.8666666666666667,0.31901840490797545,0.4663677130044843,0.8474371815739038,0.6453918337682708,120,0.5401651581428192
Tuned Decision Tree,0.5499999999999998,0.85125,0.8666666666666667,0.31901840490797545,0.4663677130044843,0.8474371815739038,0.6453918337682708,120,0.5401651581428192
Tuned Decision Tree,0.5599999999999997,0.85125,0.8666666666666667,0.31901840490797545,0.4663677130044843,0.8474371815739038,0.6453918337682708,120,0.5401651581428192
Tuned Decision Tree,0.5699999999999997,0.85125,0.8666666666666667,0.31901840490797545,0.4663677130044843,0.8474371815739038,0.6453918337682708,120,0.5401651581428192
