Model,Threshold,Accuracy,Precision,Recall,F1 Score,ROC-AUC,PR-AUC,Predicted Churners,Business Score
Tuned XGBoost,0.6899999999999997,0.86625,0.71875,0.5644171779141104,0.6323024054982818,0.8635354566555269,0.69506319499786,256,0.632010711161006
Tuned XGBoost,0.6999999999999996,0.86625,0.7276422764227642,0.549079754601227,0.6258741258741258,0.8635354566555269,0.69506319499786,246,0.6269355114933447
Tuned XGBoost,0.7099999999999996,0.865625,0.7322175732217573,0.5368098159509203,0.6194690265486725,0.8635354566555269,0.69506319499786,239,0.6217343731152637
Tuned XGBoost,0.7199999999999996,0.865,0.7412280701754386,0.5184049079754601,0.6101083032490975,0.8635354566555269,0.69506319499786,228,0.6147336938001802
Tuned XGBoost,0.7299999999999996,0.863125,0.7488372093023256,0.4938650306748466,0.5951940850277264,0.8635354566555269,0.69506319499786,215,0.6033711040650401
Tuned XGBoost,0.7399999999999997,0.8625,0.75,0.48773006134969327,0.5910780669144982,0.8635354566555269,0.69506319499786,212,0.6001941409902616
Tuned XGBoost,0.7499999999999997,0.86,0.75,0.46932515337423314,0.5773584905660377,0.8635354566555269,0.69506319499786,204,0.5891680171316124
Tuned XGBoost,0.7599999999999997,0.856875,0.7512953367875648,0.4447852760736196,0.558766859344894,0.8635354566555269,0.69506319499786,193,0.5748601139777553
Tuned XGBoost,0.7699999999999997,0.855,0.75,0.4325153374233129,0.5486381322957199,0.8635354566555269,0.69506319499786,188,0.5668595282996348
Tuned XGBoost,0.7799999999999997,0.854375,0.7569060773480663,0.42024539877300615,0.5404339250493096,0.8635354566555269,0.69506319499786,181,0.5621143415295379
Tuned XGBoost,0.7899999999999996,0.85375,0.7613636363636364,0.4110429447852761,0.5338645418326693,0.8635354566555269,0.69506319499786,176,0.5582195062471809
Tuned XGBoost,0.7999999999999996,0.855625,0.7810650887573964,0.4049079754601227,0.5333333333333333,0.8635354566555269,0.69506319499786,169,0.5622480366888106
Tuned XGBoost,0.8099999999999996,0.855625,0.8104575163398693,0.3803680981595092,0.5177453027139874,0.8635354566555269,0.69506319499786,153,0.558374835433531
Tuned XGBoost,0.8199999999999996,0.853125,0.8095238095238095,0.36503067484662577,0.5031712473572939,0.8635354566555269,0.69506319499786,147,0.5482313864857737
Tuned XGBoost,0.8299999999999996,0.853125,0.8321167883211679,0.3496932515337423,0.4924406047516199,0.8635354566555269,0.69506319499786,137,0.5470909600529168
Tuned XGBoost,0.8399999999999996,0.85,0.8257575757575758,0.3343558282208589,0.4759825327510917,0.8635354566555269,0.69506319499786,132,0.5346717807647564
Tuned XGBoost,0.8499999999999996,0.84875,0.8387096774193549,0.31901840490797545,0.4622222222222222,0.8635354566555269,0.69506319499786,124,0.5295511137498076
Tuned XGBoost,0.8599999999999995,0.8475,0.8596491228070176,0.3006134969325153,0.44545454545454544,0.8635354566555269,0.69506319499786,114,0.5252441756929971
Tuned XGBoost,0.8699999999999996,0.845625,0.8691588785046729,0.2852760736196319,0.4295612009237875,0.8635354566555269,0.69506319499786,107,0.5184920807902273
Tuned XGBoost,0.8799999999999996,0.844375,0.8811881188118812,0.27300613496932513,0.4168618266978923,0.8635354566555269,0.69506319499786,101,0.5146409676599332
Tuned XGBoost,0.8899999999999996,0.843125,0.8865979381443299,0.26380368098159507,0.4066193853427896,0.8635354566555269,0.69506319499786,97,0.5103448118607912
Tuned XGBoost,0.8999999999999996,0.840625,0.898876404494382,0.24539877300613497,0.3855421686746988,0.8635354566555269,0.69506319499786,89,0.5021446231607343
